"id";"exerciseId";"userId";"codeUsed";"mark"
55;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x - y;
    }
}";10.0
56;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x - y;
    }
}";10.0
57;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x - y;
    }
}";10.0
58;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x - y;
    }
}";0.0
59;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x + y;
    }
}";0.0
60;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x + y;
    }
}";10.0
61;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x + y;
    }
}";10.0
62;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x + y;
    }
}";10.0
63;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x - y;
    }
}";10.0
64;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x + y;
    }
}";0.0
65;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x + y;
    }
}";10.0
66;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x + y;
    }
}";10.0
67;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x + y;
    }
}";10.0
68;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x - y;
    }
}";0.0
69;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x - y;
    }
}";0.0
70;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x + y;
    }
}";10.0
71;9;1;"public class SumExercise{
    public int soma(int x, int y){
        return x - y;
    }
}";0.0
72;9;1;"class Conta {
    String titular;
    double saldo;

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";0.0
73;9;1;"class Conta {
    String titular;
    double saldo;

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";0.0
74;9;1;"class Conta {
    String titular;
    double saldo;

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";10.0
75;9;1;"class Conta {
    String titular;
    double saldo;

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";10.0
76;9;1;"class Conta {
    String titular;
    double saldo;

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";10.0
77;9;1;"class Conta {
    String titular;
    double saldo;

    void saca(double quantidade) {
        this.saldo += quantidade;
    }
    void deposita(double quantidade) {
        this.saldo -= quantidade;
    }
}";10.0
78;9;1;"class Conta {
    String titular;
    double saldo;
    
    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";0.0
79;9;1;"class Conta {
    String titular;
    double saldo;
    
    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";0.0
80;11;1;"class Conta {
    String titular;
    double saldo;

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";10.0
81;11;1;"class Conta {
    String titular;
    double saldo;

    void saca(double quantidade) {
        this.saldo += quantidade;
    }
    void deposita(double quantidade) {
        this.saldo -= quantidade;
    }
}
";0.0
82;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular;
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";10.0
83;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular;
    }
    public String getTitular(){
    	return this.titular+""haha"";
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";10.0
84;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular;
    }
    public String getTitular(){
    	return this.titular+""haha"";
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";10.0
85;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular;
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";10.0
86;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular;
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";10.0
87;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular+""haha"";
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";0.0
88;12;1;"class ContaComEncapsulamento {
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";0.0
89;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular+""haha"";
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";0.0
90;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular;
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";0.0
91;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular+""haha"";
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";0.0
92;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular+""haha"";
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";0.0
93;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular+""haha"";
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";0.0
94;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular+""haha"";
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";7.5
95;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular+""haha"";
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo += quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";7.5
96;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular+""haha"";
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo += quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";5.0
97;12;1;"class ContaComEncapsulamento {
    private String titular;
    public void setTitular(String titular){
    	this.titular = titular+""haha"";
    }
    public String getTitular(){
    	return this.titular;
    }
    double saldo;
    public void setSaldo(double saldo){
   	this.saldo = saldo;
    }
    public double getSaldo(){
    	return this.saldo;
    }

    void saca(double quantidade) {
        this.saldo += quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}
";5.0
98;1;1;"int soma(int x, int y){
    return x + y;
}";10.0
99;1;1;"int soma(int x, int y){
    return x - y;
}";3.3
100;2;1;"int fatorial(int x){
    return -1;
}";0.0
101;11;1;"class Conta {
    String titular;
    double saldo;
    
    void saca(double quantidade){
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";10.0
102;11;1;"class Conta {
    String titular;
    double saldo;
    
    void saca(double quantidade){
        this.saldo -= quantidade;
    }
    void deposita(double quantidade) {
        this.saldo += quantidade;
    }
}";10.0
103;11;1;"class Conta {
    String titular;
    double saldo;
    
    void saca(double quantidade){
        this.saldo += quantidade;
    }
    void deposita(double quantidade) {
        this.saldo -= quantidade;
    }
}";3.3
104;14;1;"import java.util.InputMismatchException;

class PessoaFisica {
    private String CPF;
    PessoaFisica(String CPF){
    	valida(CPF);
    }
    public boolean valida(String CPF){
    	        // considera-se erro CPF's formados por uma sequencia de numeros iguais
        if (CPF.equals(""00000000000"") ||
            CPF.equals(""11111111111"") ||
            CPF.equals(""22222222222"") || CPF.equals(""33333333333"") ||
            CPF.equals(""44444444444"") || CPF.equals(""55555555555"") ||
            CPF.equals(""66666666666"") || CPF.equals(""77777777777"") ||
            CPF.equals(""88888888888"") || CPF.equals(""99999999999"") ||
            (CPF.length() != 11) )
            return(false);
          
        char dig10, dig11;
        int sm, i, r, num, peso;
          
        // \""try\"" - protege o codigo para eventuais erros de conversao de tipo (int)
        try {
        // Calculo do 1o. Digito Verificador
            sm = 0;
            peso = 10;
            for (i=0; i<9; i++) {              
        // converte o i-esimo caractere do CPF em um numero:
        // por exemplo, transforma o caractere '0' no inteiro 0         
        // (48 eh a posicao de '0' na tabela ASCII)         
            num = (int)(CPF.charAt(i) - 48); 
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                dig10 = '0';
            else dig10 = (char)(r + 48); // converte no respectivo caractere numerico
          
        // Calculo do 2o. Digito Verificador
            sm = 0;
            peso = 11;
            for(i=0; i<10; i++) {
            num = (int)(CPF.charAt(i) - 48);
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                 dig11 = '0';
            else dig11 = (char)(r + 48);
          
        // Verifica se os digitos calculados conferem com os digitos informados.
            if ((dig10 == CPF.charAt(9)) && (dig11 == CPF.charAt(10))){
            	this.CPF = CPF;
               	return(true);
            }
            else return(false);
                } catch (InputMismatchException erro) {
                return(false);
            }
     }
 
    public String getCPF(){
    	return this.CPF;
    }
    
}
";0.0
105;14;1;"import java.util.InputMismatchException;

class PessoaFisica {
    private String CPF;
    PessoaFisica(String CPF){
    	valida(CPF);
    }
    public boolean valida(String CPF){
    	        // considera-se erro CPF's formados por uma sequencia de numeros iguais
        if (CPF.equals(""00000000000"") ||
            CPF.equals(""11111111111"") ||
            CPF.equals(""22222222222"") || CPF.equals(""33333333333"") ||
            CPF.equals(""44444444444"") || CPF.equals(""55555555555"") ||
            CPF.equals(""66666666666"") || CPF.equals(""77777777777"") ||
            CPF.equals(""88888888888"") || CPF.equals(""99999999999"") ||
            (CPF.length() != 11) )
            return(false);
          
        char dig10, dig11;
        int sm, i, r, num, peso;
          
        // \""try\"" - protege o codigo para eventuais erros de conversao de tipo (int)
        try {
        // Calculo do 1o. Digito Verificador
            sm = 0;
            peso = 10;
            for (i=0; i<9; i++) {              
        // converte o i-esimo caractere do CPF em um numero:
        // por exemplo, transforma o caractere '0' no inteiro 0         
        // (48 eh a posicao de '0' na tabela ASCII)         
            num = (int)(CPF.charAt(i) - 48); 
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                dig10 = '0';
            else dig10 = (char)(r + 48); // converte no respectivo caractere numerico
          
        // Calculo do 2o. Digito Verificador
            sm = 0;
            peso = 11;
            for(i=0; i<10; i++) {
            num = (int)(CPF.charAt(i) - 48);
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                 dig11 = '0';
            else dig11 = (char)(r + 48);
          
        // Verifica se os digitos calculados conferem com os digitos informados.
            if ((dig10 == CPF.charAt(9)) && (dig11 == CPF.charAt(10))){
            	this.CPF = CPF;
               	return(true);
            }
            else return(false);
                } catch (InputMismatchException erro) {
                return(false);
            }
     }
 
    public String getCPF(){
    	return this.CPF;
    }
    
}
";0.0
106;14;1;"import java.util.InputMismatchException;

class PessoaFisica {
    private String CPF;
    PessoaFisica(String CPF){
    	valida(CPF);
    }
    public boolean valida(String CPF){
    	        // considera-se erro CPF's formados por uma sequencia de numeros iguais
        if (CPF.equals(""00000000000"") ||
            CPF.equals(""11111111111"") ||
            CPF.equals(""22222222222"") || CPF.equals(""33333333333"") ||
            CPF.equals(""44444444444"") || CPF.equals(""55555555555"") ||
            CPF.equals(""66666666666"") || CPF.equals(""77777777777"") ||
            CPF.equals(""88888888888"") || CPF.equals(""99999999999"") ||
            (CPF.length() != 11) )
            return(false);
          
        char dig10, dig11;
        int sm, i, r, num, peso;
          
        // \""try\"" - protege o codigo para eventuais erros de conversao de tipo (int)
        try {
        // Calculo do 1o. Digito Verificador
            sm = 0;
            peso = 10;
            for (i=0; i<9; i++) {              
        // converte o i-esimo caractere do CPF em um numero:
        // por exemplo, transforma o caractere '0' no inteiro 0         
        // (48 eh a posicao de '0' na tabela ASCII)         
            num = (int)(CPF.charAt(i) - 48); 
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                dig10 = '0';
            else dig10 = (char)(r + 48); // converte no respectivo caractere numerico
          
        // Calculo do 2o. Digito Verificador
            sm = 0;
            peso = 11;
            for(i=0; i<10; i++) {
            num = (int)(CPF.charAt(i) - 48);
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                 dig11 = '0';
            else dig11 = (char)(r + 48);
          
        // Verifica se os digitos calculados conferem com os digitos informados.
            if ((dig10 == CPF.charAt(9)) && (dig11 == CPF.charAt(10))){
            	this.CPF = CPF;
               	return(true);
            }
            else return(false);
                } catch (InputMismatchException erro) {
                return(false);
            }
     }
 
    public String getCPF(){
    	return this.CPF;
    }
    
}
";0.0
107;14;1;"package javaClient;

import java.util.InputMismatchException;

class PessoaFisica {
    private String CPF;
    PessoaFisica(String CPF){
    	valida(CPF);
    }
    public boolean valida(String CPF){
    	        // considera-se erro CPF's formados por uma sequencia de numeros iguais
        if (CPF.equals(""00000000000"") ||
            CPF.equals(""11111111111"") ||
            CPF.equals(""22222222222"") || CPF.equals(""33333333333"") ||
            CPF.equals(""44444444444"") || CPF.equals(""55555555555"") ||
            CPF.equals(""66666666666"") || CPF.equals(""77777777777"") ||
            CPF.equals(""88888888888"") || CPF.equals(""99999999999"") ||
            (CPF.length() != 11) )
            return(false);
          
        char dig10, dig11;
        int sm, i, r, num, peso;
          
        // \""try\"" - protege o codigo para eventuais erros de conversao de tipo (int)
        try {
        // Calculo do 1o. Digito Verificador
            sm = 0;
            peso = 10;
            for (i=0; i<9; i++) {              
        // converte o i-esimo caractere do CPF em um numero:
        // por exemplo, transforma o caractere '0' no inteiro 0         
        // (48 eh a posicao de '0' na tabela ASCII)         
            num = (int)(CPF.charAt(i) - 48); 
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                dig10 = '0';
            else dig10 = (char)(r + 48); // converte no respectivo caractere numerico
          
        // Calculo do 2o. Digito Verificador
            sm = 0;
            peso = 11;
            for(i=0; i<10; i++) {
            num = (int)(CPF.charAt(i) - 48);
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                 dig11 = '0';
            else dig11 = (char)(r + 48);
          
        // Verifica se os digitos calculados conferem com os digitos informados.
            if ((dig10 == CPF.charAt(9)) && (dig11 == CPF.charAt(10))){
            	this.CPF = CPF;
               	return(true);
            }
            else return(false);
                } catch (InputMismatchException erro) {
                return(false);
            }
     }
 
    public String getCPF(){
    	return this.CPF;
    }
    
}
";0.0
108;14;1;"import java.util.InputMismatchException;

class PessoaFisica {
    private String CPF;
    PessoaFisica(String CPF){
    	valida(CPF);
    }
    public boolean valida(String CPF){
    	        // considera-se erro CPF's formados por uma sequencia de numeros iguais
        if (CPF.equals(""00000000000"") ||
            CPF.equals(""11111111111"") ||
            CPF.equals(""22222222222"") || CPF.equals(""33333333333"") ||
            CPF.equals(""44444444444"") || CPF.equals(""55555555555"") ||
            CPF.equals(""66666666666"") || CPF.equals(""77777777777"") ||
            CPF.equals(""88888888888"") || CPF.equals(""99999999999"") ||
            (CPF.length() != 11) )
            return(false);
          
        char dig10, dig11;
        int sm, i, r, num, peso;
          
        // \""try\"" - protege o codigo para eventuais erros de conversao de tipo (int)
        try {
        // Calculo do 1o. Digito Verificador
            sm = 0;
            peso = 10;
            for (i=0; i<9; i++) {              
        // converte o i-esimo caractere do CPF em um numero:
        // por exemplo, transforma o caractere '0' no inteiro 0         
        // (48 eh a posicao de '0' na tabela ASCII)         
            num = (int)(CPF.charAt(i) - 48); 
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                dig10 = '0';
            else dig10 = (char)(r + 48); // converte no respectivo caractere numerico
          
        // Calculo do 2o. Digito Verificador
            sm = 0;
            peso = 11;
            for(i=0; i<10; i++) {
            num = (int)(CPF.charAt(i) - 48);
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                 dig11 = '0';
            else dig11 = (char)(r + 48);
          
        // Verifica se os digitos calculados conferem com os digitos informados.
            if ((dig10 == CPF.charAt(9)) && (dig11 == CPF.charAt(10))){
            	this.CPF = CPF;
               	return(false);
            }
            else return(true);
                } catch (InputMismatchException erro) {
                return(true);
            }
     }
 
    public String getCPF(){
    	return this.CPF;
    }
    
}
";0.0
109;14;1;"import java.util.InputMismatchException;

class PessoaFisica {
    private String CPF;
    PessoaFisica(String CPF){
    	valida(CPF);
    }
    public boolean valida(String CPF){
    	        // considera-se erro CPF's formados por uma sequencia de numeros iguais
        if (CPF.equals(""00000000000"") ||
            CPF.equals(""11111111111"") ||
            CPF.equals(""22222222222"") || CPF.equals(""33333333333"") ||
            CPF.equals(""44444444444"") || CPF.equals(""55555555555"") ||
            CPF.equals(""66666666666"") || CPF.equals(""77777777777"") ||
            CPF.equals(""88888888888"") || CPF.equals(""99999999999"") ||
            (CPF.length() != 11) )
            return(false);
          
        char dig10, dig11;
        int sm, i, r, num, peso;
          
        // \""try\"" - protege o codigo para eventuais erros de conversao de tipo (int)
        try {
        // Calculo do 1o. Digito Verificador
            sm = 0;
            peso = 10;
            for (i=0; i<9; i++) {              
        // converte o i-esimo caractere do CPF em um numero:
        // por exemplo, transforma o caractere '0' no inteiro 0         
        // (48 eh a posicao de '0' na tabela ASCII)         
            num = (int)(CPF.charAt(i) - 48); 
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                dig10 = '0';
            else dig10 = (char)(r + 48); // converte no respectivo caractere numerico
          
        // Calculo do 2o. Digito Verificador
            sm = 0;
            peso = 11;
            for(i=0; i<10; i++) {
            num = (int)(CPF.charAt(i) - 48);
            sm = sm + (num * peso);
            peso = peso - 1;
            }
          
            r = 11 - (sm % 11);
            if ((r == 10) || (r == 11))
                 dig11 = '0';
            else dig11 = (char)(r + 48);
          
        // Verifica se os digitos calculados conferem com os digitos informados.
            if ((dig10 == CPF.charAt(9)) && (dig11 == CPF.charAt(10))){
            	this.CPF = CPF;
               	return(true);
            }
            else return(false);
                } catch (InputMismatchException erro) {
                return(false);
            }
     }
 
    public String getCPF(){
    	return this.CPF;
    }
    
}
";0.0
